attribution_id,session_id,user_id,visit_timestamp,channel,utm_source,utm_medium,utm_campaign,utm_content,utm_term,landing_page,sku_viewed,device_type,region,sessions,pageviews,bounce,converted,revenue_usd,cost_usd,roas,cpc_usd,ctr_pct,impression_share_pct,attribution_model
ATT-00355,50c903f60f2a48,U450994,2026-01-15 09:14:24,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,,/products/ergo-pro-500,ErgoPro 500,desktop,West,1,8,No,No,0,3.99,0,1.0,0.89,24.2,time_decay
ATT-00356,1bd617a0116b49,U860428,2026-03-31 00:34:22,organic_search,google,organic,(none),plain_text_email,lumbar support chair,/products/ergo-pro-500,ErgoPro 900,mobile,Midwest,1,4,Yes,No,0,0,0,0,3.01,57.1,first_click
ATT-00357,aa453e0ce14d43,U606390,2026-02-21 11:11:30,affiliate,cj_affiliate,affiliate,launch_promo,reel,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,mobile,West,1,2,No,No,0,0.83,0,0,5.08,83.6,time_decay
ATT-00358,d75235dab46149,U908571,2025-11-12 01:22:39,paid_search,google_ads,cpc,ergo_chair_generic,,best chair,/products,ErgoPro 500,mobile,Southwest,1,2,Yes,No,0,7.46,0,1.49,5.45,80.1,linear
ATT-00359,9c6abe2c13f647,U976145,2026-03-31 12:28:52,social,linkedin,social,influencer_collab,carousel_ad,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 900,desktop,Southwest,1,3,Yes,No,0,1.28,0,0,3.16,61.1,first_click
ATT-00360,c47c6cc670564f,U721811,2026-02-02 16:23:29,organic_search,google,organic,(none),text_ad,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,tablet,Midwest,1,3,Yes,No,0,0,0,0,4.88,23.9,data_driven
ATT-00361,8ea19a91d38e40,U704716,2025-10-10 15:57:59,direct,(direct),(none),(none),plain_text_email,ergonomic chair,/blog,ErgoPro 500,desktop,Northeast,1,3,No,No,0,0,0,0,2.82,12.7,time_decay
ATT-00362,735bded5d6e745,U950325,2025-10-19 20:13:46,paid_search,google_ads,cpc,ergo_chair_brand,plain_text_email,,/products/ergo-pro-500,ErgoPro 900,desktop,Northeast,1,8,No,No,0,5.02,0,1.25,6.07,48.1,first_click
ATT-00363,d932640af67d44,U283211,2025-12-23 02:07:18,organic_search,bing,organic,(none),html_email,office chair,/about,ErgoPro 500,mobile,West,1,6,No,No,0,0,0,0,3.97,73.2,first_click
ATT-00364,cdc3d183e4a849,U159993,2025-11-26 09:42:52,paid_search,bing_ads,cpc,ergo_chair_generic,plain_text_email,,/blog,ErgoPro 200,mobile,Southwest,1,3,Yes,No,0,6.01,0,1.5,3.32,57.0,data_driven
ATT-00365,923b25778a0f48,U655233,2025-11-14 20:30:30,paid_search,bing_ads,cpc,ergo_chair_generic,html_email,ergo chair,/products/ergo-pro-900,ErgoPro 900,desktop,West,1,7,No,No,0,7.8,0,1.95,0.85,44.3,time_decay
ATT-00366,c955d77830ab46,U896322,2025-10-15 01:51:48,email,mailchimp,email,weekly_newsletter,carousel_ad,best chair,/products/ergo-pro-200,ErgoPro 200,desktop,Northeast,1,8,No,No,0,0.4,0,0,2.8,53.4,first_click
ATT-00367,5147423a35ce42,U142907,2026-01-04 21:59:48,email,mailchimp,email,launch_announcement,plain_text_email,best chair,/about,ErgoPro 200,tablet,Southeast,1,4,Yes,No,0,2.0,0,0,1.82,18.9,linear
ATT-00368,5dd088d90bf443,U230242,2026-02-07 11:30:49,direct,(direct),(none),(none),html_email,office chair,/blog,ErgoPro 900,mobile,Midwest,1,7,Yes,No,0,0,0,0,6.29,67.5,last_click
ATT-00369,92def8f2e55e44,U296312,2025-12-03 15:25:24,paid_search,google_ads,cpc,ergo_chair_brand,text_ad,office chair,/blog,ErgoPro 900,mobile,Southeast,1,1,No,No,0,8.46,0,4.23,3.38,13.7,first_click
ATT-00370,1460ae3048024c,U786404,2026-01-26 16:03:51,organic_search,bing,organic,(none),html_email,lumbar support chair,/products/ergo-pro-500,ErgoPro 200,mobile,Midwest,1,4,Yes,No,0,0,0,0,1.26,42.6,data_driven
ATT-00371,0123d8bb778f44,U524552,2026-03-16 10:19:40,social,facebook,social,ugc_repost,,lumbar support chair,/,ErgoPro 900,mobile,Southwest,1,3,No,No,0,1.26,0,0,6.5,80.8,time_decay
ATT-00372,dbef2ef90a7c46,U329232,2026-02-05 12:37:58,organic_search,bing,organic,(none),plain_text_email,office chair,/products,ErgoPro 900,desktop,West,1,4,No,No,0,0,0,0,1.41,27.7,linear
ATT-00373,8f7f9106a6644e,U150159,2026-02-07 18:12:44,affiliate,cj_affiliate,affiliate,launch_promo,story_ad,best chair,/,ErgoPro 200,tablet,West,1,5,No,No,0,0.56,0,0,5.87,32.3,first_click
ATT-00374,bc0b740791d540,U873377,2026-03-08 11:50:07,direct,(direct),(none),(none),text_ad,,/compare,ErgoPro 200,mobile,Southwest,1,3,Yes,No,0,0,0,0,4.37,36.0,last_click
ATT-00375,c8c1550a64df40,U241413,2026-01-05 10:48:12,paid_search,google_ads,cpc,ergo_chair_generic,carousel_ad,ergonomic chair,/products,ErgoPro 500,desktop,Southwest,1,5,No,No,0,4.09,0,2.04,2.68,26.0,time_decay
ATT-00376,281ef7877e0d49,U977876,2025-12-21 17:37:27,social,instagram,social,influencer_collab,carousel_ad,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,desktop,Southwest,1,3,No,No,0,0.35,0,0,4.39,77.5,time_decay
ATT-00377,d84ca88618ce40,U883838,2026-01-29 01:47:33,organic_search,google,organic,(none),carousel_ad,,/blog/how-to-set-up-your-home-office,ErgoPro 900,mobile,Midwest,1,1,No,No,0,0,0,0,1.4,76.8,first_click
ATT-00378,22aa16b42b5341,U295192,2025-11-05 11:29:34,email,mailchimp,email,weekly_newsletter,hero_banner,ergonomic chair,/products/ergo-pro-500,ErgoPro 500,desktop,West,1,5,No,No,0,1.67,0,0,4.33,67.1,first_click
ATT-00379,59da7b2c867548,U471379,2026-02-10 02:10:34,organic_search,google,organic,(none),plain_text_email,office chair,/products/ergo-pro-900,ErgoPro 200,tablet,Southeast,1,3,No,No,0,0,0,0,1.55,22.6,linear
ATT-00380,32d2b5cfd9b349,U614153,2026-01-16 10:20:41,organic_search,google,organic,(none),reel,lumbar support chair,/compare,ErgoPro 500,mobile,Southwest,1,7,No,No,0,0,0,0,3.84,29.0,time_decay
ATT-00381,1efce926facd4d,U109149,2025-11-21 07:32:48,organic_search,bing,organic,(none),plain_text_email,,/compare,ErgoPro 900,mobile,West,1,1,No,No,0,0,0,0,5.65,75.0,linear
ATT-00382,2a6f0c9771c846,U514078,2025-11-18 06:23:23,organic_search,google,organic,(none),plain_text_email,,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Midwest,1,3,No,No,0,0,0,0,3.7,75.8,linear
ATT-00383,2eed3cae290a48,U119968,2026-01-05 15:10:05,social,tiktok,social,product_demo,story_ad,ergonomic chair,/products/ergo-pro-900,ErgoPro 200,tablet,Southeast,1,1,No,No,0,1.74,0,0,5.07,82.4,last_click
ATT-00384,a104fc3a93684b,U758036,2026-03-23 19:32:49,direct,(direct),(none),(none),hero_banner,,/blog/best-ergonomic-chairs-2026,ErgoPro 200,mobile,West,1,6,Yes,No,0,0,0,0,3.49,43.5,linear
ATT-00385,e22570843f6544,U997839,2026-02-26 01:25:46,organic_search,bing,organic,(none),reel,office chair,/about,ErgoPro 900,tablet,West,1,3,Yes,No,0,0,0,0,6.01,83.6,time_decay
ATT-00386,a01dc143e0294e,U450146,2025-10-07 17:10:36,social,instagram,social,ugc_repost,plain_text_email,ergo chair,/,ErgoPro 200,desktop,Northeast,1,2,Yes,No,0,0.34,0,0,4.47,48.0,time_decay
ATT-00387,2e9193f6ca5c4f,U654735,2026-02-24 13:14:10,organic_search,bing,organic,(none),hero_banner,office chair,/about,ErgoPro 500,mobile,Southwest,1,3,Yes,No,0,0,0,0,1.12,76.7,linear
ATT-00388,765d34769efb49,U515910,2026-01-13 02:14:43,referral,wirecutter.com,referral,(none),reel,lumbar support chair,/products,ErgoPro 200,desktop,West,1,2,No,Yes,349,0,0,0,4.2,12.7,first_click
ATT-00389,3227e377bb274c,U678465,2025-12-20 06:06:57,organic_search,bing,organic,(none),,ergonomic chair,/about,ErgoPro 900,desktop,Southwest,1,3,Yes,No,0,0,0,0,1.91,20.4,linear
ATT-00390,5f9d8b4f9e3847,U876820,2026-03-17 02:13:55,email,klaviyo,email,weekly_newsletter,text_ad,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,tablet,Northeast,1,1,No,No,0,0.28,0,0,3.13,13.0,data_driven
ATT-00391,43f531815f0e40,U175322,2026-01-13 11:47:15,organic_search,google,organic,(none),html_email,ergo chair,/,ErgoPro 900,mobile,Southwest,1,3,Yes,No,0,0,0,0,3.26,32.0,data_driven
ATT-00392,43a2634f1d2949,U314269,2026-02-07 13:35:31,organic_search,google,organic,(none),plain_text_email,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Midwest,1,6,No,Yes,649,0,0,0,1.22,72.0,data_driven
ATT-00393,a3aa894feadc4b,U247045,2026-03-14 03:29:10,paid_search,google_ads,cpc,ergo_chair_brand,html_email,lumbar support chair,/,ErgoPro 900,desktop,Southeast,1,6,No,No,0,4.22,0,4.22,1.15,25.1,time_decay
ATT-00394,225353c4c8e347,U767872,2026-01-15 07:09:01,paid_search,google_ads,cpc,ergo_chair_generic,text_ad,office chair,/about,ErgoPro 200,tablet,Northeast,1,8,No,No,0,4.13,0,4.13,4.53,41.3,first_click
ATT-00395,5f9d4acac5a741,U722729,2025-11-22 05:05:41,organic_search,bing,organic,(none),carousel_ad,lumbar support chair,/products/ergo-pro-200,ErgoPro 500,desktop,West,1,3,Yes,No,0,0,0,0,6.07,38.2,last_click
ATT-00396,a9d1f7b8354c43,U194774,2026-01-03 01:19:31,organic_search,bing,organic,(none),story_ad,lumbar support chair,/,ErgoPro 200,tablet,Southeast,1,4,No,No,0,0,0,0,2.86,56.4,linear
ATT-00397,6b3bb5a5ec1045,U701118,2025-11-30 05:41:31,affiliate,shareasale,affiliate,launch_promo,html_email,lumbar support chair,/about,ErgoPro 900,tablet,Midwest,1,4,No,Yes,999,1.51,661.59,0,5.39,44.5,time_decay
ATT-00398,509653fa19d348,U987783,2025-11-19 07:56:35,email,mailchimp,email,weekly_newsletter,plain_text_email,lumbar support chair,/,ErgoPro 200,desktop,West,1,3,No,No,0,0.93,0,0,2.2,75.2,first_click
ATT-00399,ccc8996ad53840,U946998,2026-02-22 13:35:39,direct,(direct),(none),(none),plain_text_email,,/blog,ErgoPro 200,desktop,West,1,5,Yes,No,0,0,0,0,5.06,65.6,first_click
ATT-00400,84f66f5983c843,U657051,2026-01-24 15:44:17,organic_search,bing,organic,(none),,lumbar support chair,/blog,ErgoPro 900,desktop,Southeast,1,3,Yes,No,0,0,0,0,1.56,78.2,linear
ATT-00401,4679242b009e49,U207229,2025-10-19 12:04:14,paid_search,google_ads,cpc,ergo_chair_brand,plain_text_email,office chair,/compare,ErgoPro 200,tablet,Northeast,1,8,No,No,0,2.08,0,2.08,1.51,20.4,data_driven
ATT-00402,174e005a1a1c47,U409460,2026-02-26 17:48:29,referral,rtings.com,referral,(none),reel,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,Northeast,1,2,No,No,0,0,0,0,0.81,27.9,linear
ATT-00403,8ec14952010247,U643566,2026-03-31 00:18:25,social,linkedin,social,influencer_collab,carousel_ad,,/,ErgoPro 500,mobile,Southeast,1,3,No,No,0,0.25,0,0,4.76,31.6,last_click
ATT-00404,352884b1ce164e,U759707,2026-02-28 09:57:58,email,mailchimp,email,vip_early_access,,lumbar support chair,/about,ErgoPro 200,mobile,Southeast,1,1,Yes,No,0,0.6,0,0,1.61,17.1,first_click
ATT-00405,e8d406b0f3df49,U118110,2025-12-07 13:01:46,organic_search,bing,organic,(none),carousel_ad,ergo chair,/blog,ErgoPro 200,desktop,Northeast,1,6,No,No,0,0,0,0,0.98,62.0,last_click
ATT-00406,1073b9c3e11047,U730339,2025-12-21 06:30:21,affiliate,cj_affiliate,affiliate,launch_promo,,office chair,/about,ErgoPro 200,desktop,West,1,3,No,No,0,0.84,0,0,4.7,13.1,last_click
ATT-00407,06dc1e874cc540,U755585,2025-12-28 04:57:12,social,instagram,social,launch_reel,hero_banner,,/blog/how-to-set-up-your-home-office,ErgoPro 900,desktop,West,1,3,No,No,0,1.5,0,0,4.31,17.5,last_click
ATT-00408,7e09948d906046,U829814,2025-12-20 20:11:12,direct,(direct),(none),(none),carousel_ad,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,desktop,Northeast,1,6,No,No,0,0,0,0,6.23,78.7,linear
ATT-00409,1f2b4b4099224d,U155655,2025-10-23 15:41:13,referral,wirecutter.com,referral,(none),plain_text_email,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Northeast,1,6,Yes,No,0,0,0,0,2.6,72.1,time_decay
ATT-00410,1c29f9a06a0947,U455085,2025-12-20 10:38:36,organic_search,google,organic,(none),html_email,ergonomic chair,/products/ergo-pro-500,ErgoPro 200,desktop,Midwest,1,5,Yes,No,0,0,0,0,1.01,65.0,first_click
ATT-00411,431125f0e6ae4e,U943849,2025-12-07 17:51:44,social,facebook,social,influencer_collab,reel,,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Midwest,1,2,No,No,0,0.42,0,0,1.9,67.9,data_driven
ATT-00412,2d295fd794db46,U637278,2026-01-11 20:47:58,organic_search,google,organic,(none),text_ad,ergonomic chair,/about,ErgoPro 500,desktop,Southwest,1,6,Yes,No,0,0,0,0,4.15,29.5,data_driven
ATT-00413,a8bdc215a2f940,U687265,2026-01-23 02:47:07,organic_search,bing,organic,(none),,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Northeast,1,1,Yes,No,0,0,0,0,5.91,74.0,time_decay
ATT-00414,85972c4dad3d4d,U795016,2026-01-18 19:09:35,social,instagram,social,influencer_collab,,,/products/ergo-pro-500,ErgoPro 900,tablet,Midwest,1,2,No,No,0,1.33,0,0,5.52,58.8,linear
ATT-00415,e0b316d8b08846,U517653,2025-11-19 20:58:49,email,mailchimp,email,vip_early_access,text_ad,lumbar support chair,/products,ErgoPro 200,desktop,West,1,2,Yes,No,0,0.15,0,0,3.34,28.3,linear
ATT-00416,19d4a491078b44,U526211,2025-12-20 23:41:28,organic_search,bing,organic,(none),story_ad,office chair,/about,ErgoPro 900,mobile,Midwest,1,2,No,No,0,0,0,0,6.49,68.8,linear
ATT-00417,53a924ac35bb4c,U923009,2026-02-04 01:31:04,paid_search,bing_ads,cpc,ergo_chair_brand,,office chair,/compare,ErgoPro 500,mobile,Southeast,1,1,No,No,0,8.43,0,2.81,5.51,27.1,linear
ATT-00418,b5e4f2f73e244d,U924991,2025-12-03 02:14:52,paid_search,google_ads,cpc,ergo_chair_generic,carousel_ad,ergo chair,/products/ergo-pro-200,ErgoPro 500,mobile,Southwest,1,6,Yes,No,0,2.85,0,0.95,5.56,14.8,data_driven
ATT-00419,8b609832b64642,U142758,2026-03-13 15:55:40,referral,rtings.com,referral,(none),,ergonomic chair,/products/ergo-pro-200,ErgoPro 500,tablet,Southeast,1,6,No,No,0,0,0,0,1.23,46.1,last_click
ATT-00420,72d75352dbd94c,U264102,2026-01-17 21:53:45,organic_search,google,organic,(none),story_ad,ergonomic chair,/products/ergo-pro-200,ErgoPro 500,mobile,Southeast,1,3,No,No,0,0,0,0,4.48,77.0,data_driven
ATT-00421,123281bbeaef48,U329472,2026-02-04 06:56:38,paid_search,bing_ads,cpc,competitor_conquest,html_email,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Southeast,1,3,Yes,No,0,7.62,0,2.54,3.62,62.0,last_click
ATT-00422,19c0d2fa115a46,U240999,2025-10-06 03:13:36,social,instagram,social,product_demo,text_ad,,/blog/best-ergonomic-chairs-2026,ErgoPro 200,tablet,Northeast,1,6,Yes,No,0,1.73,0,0,0.89,11.0,linear
ATT-00423,8683284339154a,U895648,2026-02-10 00:45:00,organic_search,bing,organic,(none),html_email,lumbar support chair,/products/ergo-pro-900,ErgoPro 500,desktop,Southwest,1,8,No,No,0,0,0,0,3.78,34.3,first_click
ATT-00424,c0808e2189f343,U149146,2026-01-19 03:32:17,organic_search,bing,organic,(none),plain_text_email,office chair,/,ErgoPro 500,tablet,West,1,2,No,No,0,0,0,0,3.53,23.8,data_driven
ATT-00425,51b818629bb749,U148621,2025-11-16 09:22:44,organic_search,bing,organic,(none),story_ad,ergo chair,/blog,ErgoPro 200,mobile,Southwest,1,6,No,No,0,0,0,0,3.14,56.1,data_driven
ATT-00426,04fb6f00a73544,U619079,2025-12-09 17:50:40,organic_search,google,organic,(none),,best chair,/products/ergo-pro-200,ErgoPro 200,desktop,Northeast,1,8,No,Yes,698,0,0,0,2.71,17.0,linear
ATT-00427,061e5098d92f4e,U509539,2025-12-13 04:10:22,paid_search,google_ads,cpc,competitor_conquest,story_ad,,/products/ergo-pro-500,ErgoPro 200,tablet,West,1,4,No,No,0,7.81,0,1.56,1.16,55.0,first_click
ATT-00428,d3c6ece4e76441,U353918,2026-02-27 17:03:45,organic_search,bing,organic,(none),carousel_ad,lumbar support chair,/products/ergo-pro-500,ErgoPro 200,desktop,Southeast,1,1,No,No,0,0,0,0,6.38,25.2,time_decay
ATT-00429,48d2d2f64bf541,U530646,2026-03-28 05:44:10,organic_search,google,organic,(none),,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,mobile,Northeast,1,5,Yes,No,0,0,0,0,2.65,70.0,data_driven
ATT-00430,2eed077b6cc645,U999469,2026-01-31 04:02:44,social,linkedin,social,influencer_collab,text_ad,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,Southwest,1,6,Yes,No,0,1.53,0,0,5.05,54.0,data_driven
ATT-00431,4a92e25adf014d,U314005,2025-10-26 09:39:45,organic_search,bing,organic,(none),text_ad,,/products,ErgoPro 200,mobile,Southeast,1,8,No,No,0,0,0,0,3.53,62.1,last_click
ATT-00432,a55f4369521447,U369345,2025-12-08 10:21:08,paid_search,bing_ads,cpc,ergo_chair_generic,plain_text_email,best chair,/products,ErgoPro 500,mobile,Midwest,1,7,No,No,0,5.38,0,1.08,5.01,29.3,time_decay
ATT-00433,a64fb4accd404a,U342264,2025-10-10 17:25:06,email,mailchimp,email,abandoned_cart,reel,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,mobile,Midwest,1,3,No,No,0,0.79,0,0,4.24,31.4,last_click
ATT-00434,2015cea0d14248,U131536,2026-03-21 09:42:00,paid_search,google_ads,cpc,competitor_conquest,plain_text_email,,/blog,ErgoPro 900,mobile,Southeast,1,2,No,No,0,1.06,0,0.27,4.15,43.8,linear
ATT-00435,10177a5bcad94e,U554929,2026-03-24 10:55:12,organic_search,bing,organic,(none),html_email,lumbar support chair,/products/ergo-pro-200,ErgoPro 900,tablet,Southeast,1,7,No,No,0,0,0,0,2.01,41.7,linear
ATT-00436,be7e8d2048f04b,U303648,2026-02-26 02:31:05,organic_search,bing,organic,(none),hero_banner,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,mobile,Midwest,1,7,Yes,No,0,0,0,0,5.27,22.1,time_decay
ATT-00437,8f70ffd0a2ce44,U316563,2026-01-20 16:01:25,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,mobile,Southeast,1,6,No,No,0,7.39,0,3.69,3.82,36.5,first_click
ATT-00438,521e6b96781148,U787286,2026-01-07 21:16:50,organic_search,bing,organic,(none),,ergo chair,/products/ergo-pro-200,ErgoPro 900,mobile,West,1,2,Yes,No,0,0,0,0,1.88,20.8,linear
ATT-00439,3eb4f3e01ad94c,U378207,2026-02-27 17:17:59,organic_search,bing,organic,(none),story_ad,ergonomic chair,/blog,ErgoPro 900,desktop,West,1,6,Yes,No,0,0,0,0,4.5,39.4,linear
ATT-00440,71a69c91810249,U752123,2026-03-24 04:08:40,referral,thewirecutter.com,referral,(none),carousel_ad,office chair,/about,ErgoPro 200,desktop,Northeast,1,7,No,No,0,0,0,0,1.66,37.9,linear
ATT-00441,5682cea0f57e4d,U286473,2026-03-23 11:31:45,social,tiktok,social,launch_reel,,,/about,ErgoPro 500,mobile,Southeast,1,2,No,No,0,1.44,0,0,1.63,53.1,last_click
ATT-00442,f599b5e9134140,U834001,2026-01-12 09:35:04,social,tiktok,social,influencer_collab,story_ad,,/products/ergo-pro-900,ErgoPro 500,desktop,Midwest,1,7,No,No,0,1.0,0,0,1.88,11.0,data_driven
ATT-00443,1e307762ea764c,U317444,2025-10-24 08:49:57,direct,(direct),(none),(none),reel,lumbar support chair,/products/ergo-pro-500,ErgoPro 900,desktop,Southeast,1,8,No,No,0,0,0,0,5.7,40.9,time_decay
ATT-00444,614ff02471f946,U228292,2026-03-20 10:27:09,direct,(direct),(none),(none),html_email,office chair,/products/ergo-pro-900,ErgoPro 500,desktop,Southwest,1,4,Yes,No,0,0,0,0,3.21,74.5,data_driven
ATT-00445,7d59ff9d118f41,U931884,2026-03-13 11:03:14,organic_search,google,organic,(none),html_email,,/compare,ErgoPro 900,desktop,Northeast,1,5,Yes,No,0,0,0,0,5.23,59.7,time_decay
ATT-00446,5a448bd54cb146,U412421,2025-11-26 18:49:46,organic_search,bing,organic,(none),story_ad,office chair,/products/ergo-pro-900,ErgoPro 200,desktop,Midwest,1,2,No,No,0,0,0,0,4.72,13.4,last_click
ATT-00447,b22606f92fd542,U373979,2026-01-30 19:51:33,organic_search,google,organic,(none),hero_banner,ergo chair,/products/ergo-pro-200,ErgoPro 900,desktop,West,1,3,No,No,0,0,0,0,4.29,38.5,data_driven
ATT-00448,2846b0710b2b4c,U256721,2026-03-22 00:07:09,organic_search,bing,organic,(none),story_ad,,/products/ergo-pro-200,ErgoPro 200,desktop,Northeast,1,3,Yes,No,0,0,0,0,3.4,73.6,data_driven
ATT-00449,bc1514aa42b541,U399422,2026-01-09 06:42:51,paid_search,bing_ads,cpc,ergo_chair_generic,reel,,/,ErgoPro 900,tablet,Northeast,1,8,Yes,No,0,4.56,0,1.14,4.59,21.3,linear
ATT-00450,9d703244615743,U301417,2025-10-05 21:47:51,direct,(direct),(none),(none),,,/about,ErgoPro 900,desktop,Northeast,1,1,No,No,0,0,0,0,4.62,35.7,linear
ATT-00451,4e5ebcfc7e2f48,U501691,2026-01-27 08:42:19,paid_search,google_ads,cpc,ergo_chair_generic,carousel_ad,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,Northeast,1,6,No,No,0,0.57,0,0.28,5.79,48.2,last_click
ATT-00452,d95071cf6f3f44,U586856,2026-03-11 23:44:02,organic_search,bing,organic,(none),reel,,/about,ErgoPro 900,desktop,West,1,6,No,No,0,0,0,0,3.5,53.2,data_driven
ATT-00453,0406a9977ea54f,U258312,2025-12-06 04:03:15,paid_search,bing_ads,cpc,ergo_chair_brand,,,/products,ErgoPro 900,tablet,Midwest,1,2,No,No,0,5.57,0,1.11,6.16,83.9,first_click
ATT-00454,6586567fd56840,U981799,2026-03-17 16:30:46,organic_search,google,organic,(none),hero_banner,,/products/ergo-pro-200,ErgoPro 500,desktop,Southwest,1,8,No,No,0,0,0,0,3.67,54.0,last_click
ATT-00455,ac03daeed2b04f,U288279,2025-10-31 10:16:50,paid_search,google_ads,cpc,ergo_chair_brand,text_ad,,/products/ergo-pro-900,ErgoPro 900,mobile,Southeast,1,5,No,No,0,7.99,0,1.6,5.74,81.6,data_driven
ATT-00456,1fb5672891cf44,U961089,2026-01-23 12:32:13,organic_search,google,organic,(none),html_email,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,mobile,Southeast,1,6,Yes,No,0,0,0,0,2.81,25.5,last_click
ATT-00457,490a12711bc840,U171312,2026-01-24 08:28:23,direct,(direct),(none),(none),carousel_ad,lumbar support chair,/blog,ErgoPro 900,desktop,Midwest,1,1,Yes,No,0,0,0,0,5.99,74.6,last_click
ATT-00458,3d7fe7b57d504d,U893715,2025-11-28 23:20:36,organic_search,google,organic,(none),hero_banner,,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Midwest,1,5,Yes,Yes,649,0,0,0,1.07,18.9,first_click
ATT-00459,e89a81d9a95446,U564344,2026-03-18 04:28:21,organic_search,bing,organic,(none),text_ad,,/products/ergo-pro-200,ErgoPro 900,mobile,Midwest,1,3,No,No,0,0,0,0,0.9,12.2,first_click
ATT-00460,a300e2ea956b4b,U695282,2025-11-25 06:15:55,organic_search,bing,organic,(none),plain_text_email,lumbar support chair,/products,ErgoPro 500,desktop,Southwest,1,7,No,No,0,0,0,0,4.04,15.1,first_click
ATT-00461,fdf64ed1fefc4a,U798825,2026-03-18 20:58:09,direct,(direct),(none),(none),text_ad,lumbar support chair,/products,ErgoPro 200,desktop,Midwest,1,7,Yes,No,0,0,0,0,5.75,31.2,data_driven
ATT-00462,bf9e460842cf45,U618155,2026-03-29 00:58:57,paid_search,bing_ads,cpc,ergo_chair_brand,reel,,/products/ergo-pro-900,ErgoPro 900,desktop,West,1,4,Yes,No,0,2.22,0,0.44,2.01,19.9,linear
ATT-00463,e70569ea7bac41,U682672,2026-01-11 11:24:12,organic_search,bing,organic,(none),reel,office chair,/products/ergo-pro-500,ErgoPro 500,mobile,Midwest,1,2,No,Yes,649,0,0,0,3.63,61.3,first_click
ATT-00464,4616bb3a6e4942,U477863,2025-11-12 15:02:52,email,klaviyo,email,abandoned_cart,hero_banner,,/,ErgoPro 900,mobile,Southwest,1,2,No,No,0,0.15,0,0,3.15,10.8,time_decay
ATT-00465,b6f859fe7c8643,U616285,2026-03-23 18:20:21,social,facebook,social,product_demo,html_email,,/products,ErgoPro 500,tablet,Southeast,1,1,Yes,No,0,0.55,0,0,1.5,12.6,linear
ATT-00466,2633660bb42f4b,U730868,2026-01-30 05:17:43,paid_search,bing_ads,cpc,competitor_conquest,plain_text_email,lumbar support chair,/,ErgoPro 200,desktop,Northeast,1,1,No,No,0,2.44,0,0.61,4.75,42.0,linear
ATT-00467,1149e24bae1649,U696649,2026-02-03 14:51:26,direct,(direct),(none),(none),plain_text_email,,/about,ErgoPro 500,tablet,Southeast,1,2,Yes,No,0,0,0,0,1.21,40.7,data_driven
ATT-00468,de61be88985f4d,U821782,2025-11-18 01:32:16,organic_search,google,organic,(none),html_email,office chair,/products/ergo-pro-500,ErgoPro 900,desktop,West,1,5,No,No,0,0,0,0,2.39,51.1,time_decay
ATT-00469,571d1d5f538349,U100797,2026-01-12 09:34:30,organic_search,bing,organic,(none),html_email,,/blog,ErgoPro 900,mobile,West,1,6,Yes,No,0,0,0,0,2.19,77.8,last_click
ATT-00470,909f437f90c743,U188447,2026-02-26 23:04:13,paid_search,google_ads,cpc,ergo_chair_generic,plain_text_email,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,mobile,West,1,3,Yes,No,0,4.99,0,2.5,1.12,62.2,data_driven
ATT-00471,bd0002c15dfe43,U603881,2025-11-27 15:38:54,organic_search,google,organic,(none),carousel_ad,ergo chair,/,ErgoPro 900,mobile,Southeast,1,2,No,No,0,0,0,0,5.86,14.5,linear
ATT-00472,a8cfd23a698844,U878701,2026-03-13 07:15:22,social,instagram,social,launch_reel,carousel_ad,best chair,/,ErgoPro 900,tablet,Northeast,1,5,No,No,0,1.81,0,0,5.24,39.2,data_driven
